Gene_name GCF_000013365.1_ASM1336v1_genomic.gff GCF_000020445.1_ASM2044v1_genomic.gff GCF_000195775.1_ASM19577v1_genomic.gff GCF_003031245.1_ASM303124v1_genomic.gff GCF_003031265.1_ASM303126v1_genomic.gff GCF_007005445.1_ASM700544v1_genomic.gff GCF_013415845.1_ASM1341584v1_genomic.gff GCF_016584445.1_ASM1658444v1_genomic.gff
mtcA1 0 1 1 1 1 0 1 1
sulD 0 1 1 0 0 0 1 1
mtnB 0 1 1 1 1 1 1 1
bdcA 0 1 1 1 1 1 1 1
yfcA 0 1 1 0 0 0 0 1
slyA_3 0 1 1 1 1 0 1 1
nylB 0 1 1 1 1 1 1 1
slyA_4 0 1 0 0 0 0 0 0
amiF_1 0 1 1 1 1 1 1 1
yciC_3 0 1 1 0 0 0 1 1
jefA 0 1 1 0 1 0 1 1
feaR 0 1 1 1 0 1 0 1
fieF_1 0 1 0 0 0 0 0 0
ppsC_2 0 1 1 1 1 1 1 1
yisK_1 0 1 1 0 0 0 1 1
oxlT 0 1 1 1 1 0 1 1
aaeA_2 0 1 1 1 1 1 1 1
aaeB_2 0 1 1 1 1 0 1 1
vapC2 0 1 1 0 0 1 1 1
vapB2 0 1 1 0 0 0 1 1
kup_1 0 1 1 1 1 0 1 1
potF 0 1 1 1 1 1 1 1
eamA 0 1 1 1 1 1 1 1
leuA_1 0 1 1 1 1 0 1 1
lon_4 0 1 0 0 0 0 0 0
fixL_1 0 1 0 0 0 0 0 0
czcD_2 0 1 0 0 0 0 0 0
yghB 0 1 0 0 0 0 0 0
cadA 0 1 0 0 0 0 0 0
czcC_1 0 1 0 0 0 0 0 0
ligD 0 1 0 0 0 0 0 0
speF 0 1 1 1 1 1 1 1
yncA 0 1 1 1 0 0 1 1
czcC_2 0 1 0 0 0 0 0 0
apbE 0 1 1 1 1 1 1 1
fnr 0 1 1 0 0 0 1 1
urdA 0 1 1 0 0 0 1 1
tmoT_4 0 1 1 1 1 0 0 1
rhaR_5 0 1 0 1 1 0 0 0
hxuC_1 0 1 1 0 1 0 0 1
exbB_2 0 1 1 1 1 1 1 1
ald_1 0 1 0 0 0 0 0 0
metE_1 0 1 1 1 0 0 1 1
nahD 0 1 1 1 1 1 1 1
baiN 0 1 1 1 1 0 1 1
ppx 0 1 1 1 1 1 1 1
guaA_1 0 1 1 0 0 0 1 1
guaA_2 0 1 1 0 0 0 1 1
gltS 0 1 1 1 1 1 1 1
gst 0 1 1 0 1 0 1 1
higB_2 0 1 1 1 0 0 1 1
ycf3 0 1 0 0 0 0 1 0
flbT_1 0 1 1 1 1 1 1 1
thlA 0 1 1 1 1 1 1 1
mmgC_7 0 1 1 1 0 0 1 1
yceJ_2 0 1 1 1 1 0 1 1
hxuC_2 0 1 1 0 1 0 0 1
cycA_2 0 1 1 1 1 1 1 1
dpgD_3 0 1 1 1 1 1 1 1
catJ 0 1 1 1 1 0 1 1
gctA 0 1 1 1 1 0 1 1
ilvX_3 0 1 1 1 1 1 1 1
oppC 0 1 1 1 1 0 1 1
ywrD_1 0 1 1 1 1 1 1 1
rlpA_3 0 1 1 1 1 1 1 1
ctpC 0 1 1 1 1 1 1 1
ilvD_2 0 1 1 1 0 0 1 1
abaF 0 1 1 1 0 0 1 1
dddL 0 1 1 1 1 0 1 1
anfK_2 0 1 1 1 0 0 1 1
bchN_1 0 1 1 1 1 0 1 1
mtnD 0 1 1 1 1 0 1 1
nifH1_2 0 1 1 1 1 1 1 1
nifB_1 0 1 1 1 1 0 1 1
nifB_2 0 1 1 1 1 0 1 1
cbs 0 1 1 1 1 0 1 1
metC_1 0 1 1 1 1 0 1 1
vldW 0 1 1 1 1 0 1 1
metQ_3 0 1 1 1 1 0 1 1
metN_3 0 1 0 1 1 0 1 0
metI_2 0 1 1 1 1 0 1 1
bchN_2 0 1 1 1 1 0 1 1
vnfK 0 1 0 0 0 0 1 0
ltaA_2 0 1 1 1 1 0 1 1
srrA 0 1 0 0 0 1 0 0
mexA_2 0 1 1 0 0 1 0 1
acrB 0 1 1 1 1 1 0 1
fatA_1 0 1 1 1 0 0 1 1
asbF 0 1 1 0 0 1 0 1
fecI 0 1 1 1 0 1 0 1
yddA_3 0 1 0 1 0 0 0 0
nrdB 0 1 0 1 0 0 0 0
queE_2 0 1 0 1 0 1 0 0
nrdD 0 1 0 1 0 1 0 0
prpR 0 1 0 1 0 0 0 0
prpD2 0 1 0 0 0 0 0 0
prpC 0 1 1 1 0 0 0 1
mmgF 0 1 1 1 0 0 0 1
queH 0 1 1 0 0 0 0 1
metE_2 0 1 1 1 0 0 1 1
cobN_2 0 1 1 0 0 0 0 1
draT_2 0 1 1 1 1 1 1 1
amiF_2 0 1 1 1 1 1 1 1
modB_1 0 1 0 1 1 1 1 0
rhaR_6 0 1 0 1 1 0 0 0
sttH 0 1 0 1 1 0 1 0
metP 0 1 0 0 0 0 1 0
metN_4 0 1 0 1 1 0 1 0
metQ_4 0 1 0 1 1 0 1 0
ssuB_3 0 1 1 1 1 1 1 1
pitA_2 0 1 0 1 0 0 1 0
cdhR 0 1 1 1 1 1 1 1
aes 0 1 1 1 1 1 1 1
yceJ_3 0 1 1 1 1 0 1 1
nifS_1 0 1 1 1 0 1 1 1
csd 0 1 1 1 1 1 1 1
fosB 0 1 1 1 1 1 1 1
lodB 0 1 1 1 1 1 1 1
higB_3 0 1 0 0 0 0 0 0
yjgH 0 1 1 0 0 0 1 1
ssuB_4 0 1 1 1 1 1 1 1
gatA_3 0 1 1 1 1 1 1 1
dhlB_1 0 1 1 1 0 0 1 1
dagK 0 1 0 1 1 0 0 0
ompA_2 0 1 1 1 1 0 1 1
arnT 0 1 1 0 0 1 1 1
metC_2 0 1 1 1 1 0 1 1
mdtB_3 0 1 0 1 1 0 0 0
patA_2 0 1 1 1 0 1 1 1
ppiA 0 1 1 1 1 1 1 1
ppiB 0 1 1 1 1 1 1 1
sutR 0 1 1 1 1 0 1 1
ssuA_1 0 1 1 1 1 0 1 1
ssuB_5 0 1 1 1 1 0 1 1
msuD 0 1 1 1 1 0 1 1
ssuA_2 0 1 1 1 1 0 1 1
nifH1_3 0 1 1 1 1 0 1 1
ssuA_3 0 1 1 1 1 0 1 1
ssuB_6 0 1 1 1 1 0 1 1
ssuA_4 0 1 1 0 1 0 1 1
mgl 0 1 1 0 1 0 1 1
yhdY 0 1 1 0 1 0 1 1
ssuB_7 0 1 1 1 1 0 0 1
nifB_3 0 1 1 1 1 0 1 1
nifH1_4 0 1 1 1 1 0 1 1
bchB 0 1 1 1 1 0 0 1
rutB 0 1 1 0 0 0 1 1
pucAA 0 1 1 1 1 1 1 1
glmU_1 0 1 0 1 0 1 1 0
hdfR_3 0 1 1 1 1 0 1 1
ssuA_5 0 1 1 0 1 0 1 1
ssuC_6 0 1 1 1 1 0 1 1
bcp 0 1 1 1 1 1 1 1
mntH_2 0 1 1 1 1 1 1 1
nimR_2 0 1 1 1 1 1 1 1
aaeB_3 0 1 1 1 1 0 0 1
aaeA_3 0 1 1 1 1 0 1 1
glyA2_1 0 1 1 0 0 1 1 1
dnaA_3 0 1 0 0 0 0 0 0
rrrD 0 1 0 0 0 0 0 0
fatA_2 0 1 1 1 0 0 1 1
wcaJ 0 1 1 1 1 0 0 1
dps2 0 1 1 1 1 1 1 1
bznB_2 0 1 1 0 0 0 1 1
dpgD_4 0 1 1 1 1 0 1 1
rlpA_4 0 1 0 0 0 0 0 0
lov 0 1 1 0 1 0 1 1
yjhP 0 1 1 1 1 1 1 1
mrpE 0 1 1 0 0 0 1 1
yggS 0 1 0 1 1 0 1 0
glyA2_2 0 1 1 0 0 1 1 1
gabR 0 1 0 0 1 1 1 0
ydcO 0 1 1 1 1 1 1 1
pdxY 0 1 1 0 0 0 1 1
pcrA 0 1 1 1 1 0 1 1
nthB 0 1 1 1 0 1 1 1
queC 0 1 1 1 1 1 1 1
mddA2 0 1 1 1 1 0 1 1
uctC_5 0 1 0 0 0 0 0 0
rhtB_3 0 1 1 1 1 0 1 1
ymfD 0 1 1 0 1 0 0 1
yihX_1 0 1 1 1 1 0 0 1
bamA 0 1 1 1 1 1 1 1
lolE_2 0 1 1 0 1 1 1 1
birA 0 1 1 1 1 1 1 1
lon_5 0 1 0 0 0 0 0 0
cecR 0 1 1 1 1 0 1 1
bioD 0 1 1 0 0 0 1 1
nylA 0 1 1 1 1 1 1 1
ghrB 0 1 1 1 1 1 1 1
yijE 0 1 1 1 1 1 1 1
lexA_3 0 1 0 0 0 0 0 0
dnaA_4 0 1 0 0 0 0 0 0
aqdA1 0 1 0 1 1 1 0 0
ppsC_3 0 1 1 1 1 0 1 1
nhaR 0 1 1 1 1 0 1 1
dapA_3 0 1 1 1 0 0 1 1
ptsN_2 0 1 1 1 0 0 1 1
kdpB_2 0 1 1 0 0 1 1 1
kup_2 0 1 1 1 1 0 1 1
pucBD_1 0 1 1 1 1 0 0 1
pucBD_2 0 1 1 1 1 0 0 1
cph1_3 0 1 1 1 1 0 0 1
cph1_4 0 1 1 1 1 0 0 1
oqxB17 0 1 0 1 1 0 1 1
bepF_3 0 1 1 0 0 1 0 1
iolS_1 0 1 0 1 1 0 0 0
kup_3 0 1 1 1 1 0 1 1
gppA 0 1 1 1 1 1 1 1
surA 0 1 0 1 1 1 1 0
fabF_3 0 1 1 1 1 1 0 1
purF 0 1 1 1 1 1 1 1
gatA_4 0 1 1 0 0 0 1 1
yqgF 0 1 1 1 1 0 1 1
aidB_2 0 1 1 1 1 1 1 1
patA_3 0 1 1 0 0 0 1 1
pleD 0 1 1 1 1 1 1 1
dinB_1 0 1 0 0 0 0 1 0
sspA 0 1 1 1 0 0 1 1
hdfR_4 0 1 1 1 1 0 1 1
phzF 0 1 1 1 1 0 1 1
pknD_2 0 1 1 1 1 1 1 1
focA 0 1 1 1 1 1 1 1
higB-1_1 0 1 0 1 0 0 0 0
higA-1 0 1 0 1 0 0 0 0
yybR 0 1 1 1 1 1 1 1
nimR_3 0 1 1 1 0 1 1 1
trmR_1 0 1 1 1 0 1 0 1
gltR_3 0 1 0 0 0 0 0 0
zntA 0 1 1 1 1 1 1 1
hmrR 0 1 1 1 1 1 1 1
pigA 0 1 1 0 0 0 1 1
fecR 0 1 0 0 0 1 1 0
gpmA_2 0 1 0 0 0 1 1 0
lvr 0 1 1 1 0 1 1 1
mntH_3 0 1 1 0 1 0 1 1
kstR2_1 0 1 0 0 0 0 0 0
nirK_1 0 1 1 0 1 0 1 1
algC_1 0 1 0 0 1 1 1 0
manC1 0 1 1 1 1 0 1 1
csgG_2 0 1 1 0 1 1 1 1
hemL 0 1 1 0 1 1 1 1
lgrB 0 1 1 0 1 1 1 1
kdnA 0 1 1 0 1 1 1 1
rapA 0 1 1 0 0 1 0 1
dinB_2 0 1 0 0 0 0 1 0
lon_6 0 1 0 0 0 0 0 0
fieF_2 0 1 0 0 0 0 0 0
sldA 0 1 0 0 0 0 0 0
tmoT_5 0 1 0 0 0 0 0 0
dhmA 0 1 0 0 0 0 0 0
ald_2 0 1 0 0 0 0 0 0
ssuC_7 0 1 1 1 1 0 1 1
ssuB_8 0 1 1 0 0 0 0 1
amiF_3 0 1 1 1 1 1 1 1
hdfR_5 0 1 1 0 1 0 1 1
arsB 0 1 0 1 1 1 1 0
slmA 0 1 1 0 1 1 1 1
trmR_2 0 1 1 1 0 1 0 1
nfdA_3 0 1 1 1 1 1 1 1
fhuA_5 0 1 1 1 0 0 0 1
glpG 0 1 1 1 1 1 1 1
bpoC_2 0 1 1 1 1 0 1 1
xlnD 0 1 1 1 1 1 1 1
yisK_2 0 1 1 0 0 0 1 1
glaR 0 1 0 0 1 0 0 0
acdA_4 0 1 0 1 1 1 0 0
crt_4 0 1 1 1 1 1 1 1
uctC_6 0 1 0 0 0 0 0 0
paaJ 0 1 1 0 0 0 1 1
ycjP 0 1 1 0 1 1 1 1
xerC_5 0 1 0 0 0 0 0 0
fumC_2 0 1 1 1 1 0 1 1
uvrD 0 1 1 1 1 1 1 1
mdtL 0 1 1 0 1 1 1 1
ftsZ 0 1 1 1 1 1 1 1
vbhT 0 1 1 1 0 1 1 1
aaeA_4 0 1 1 1 1 0 0 1
yihX_2 0 1 1 1 1 0 0 1
baiA 0 1 1 1 1 0 1 1
tsaC1 0 1 1 1 1 1 1 1
amnD 0 1 1 0 0 0 1 1
tam_4 0 1 0 1 0 0 1 0
tsaM1 0 1 1 1 1 1 1 1
pobB 0 1 1 1 1 0 1 1
ydaF 0 1 0 0 0 0 1 0
bacC_3 0 1 1 0 1 0 0 1
mobA 0 1 0 1 0 1 1 0
adh_3 0 1 1 1 1 1 1 1
fadD3_3 0 1 1 1 1 1 1 1
ycnE 0 1 1 1 1 1 1 1
emrB_3 0 1 1 0 0 0 1 1
nrtA 0 1 1 1 1 1 1 1
vhb_1 0 1 1 1 0 0 1 1
vhb_2 0 1 1 1 0 0 1 1
tsaQ1_2 0 1 0 0 1 0 1 0
cysA_5 0 1 1 0 1 0 1 1
pstS_1 0 1 1 1 1 0 1 1
phnA 0 1 1 1 1 0 1 1
trpI 0 1 1 1 1 0 1 1
mtnN 0 1 1 1 1 1 1 1
hpnE 0 1 1 1 1 1 1 1
hpcH 0 1 1 1 1 1 1 1
xylG 0 1 1 1 1 1 1 1
kstR2_2 0 1 0 0 0 0 0 0
dadA1 0 1 1 1 1 1 1 1
bepE_3 0 1 1 0 0 0 1 1
mdtA_7 0 1 0 0 1 0 0 0
mdtA_8 0 1 0 0 0 0 0 0
echA8_3 0 1 1 1 1 1 1 1
cynR_2 0 1 1 0 0 1 0 1
glmU_2 0 1 0 1 0 1 1 0
mug 0 1 1 1 1 1 1 1
pchR 0 1 1 1 0 1 1 1
fhuA_6 0 1 0 1 0 0 0 0
crp_1 0 1 0 0 0 0 1 0
fliR 0 1 1 1 1 1 1 1
pnbA 0 1 0 1 1 0 1 0
flgG_3 0 1 1 1 1 0 1 1
flgG_4 0 1 0 0 0 0 0 0
acrF 0 1 1 1 1 1 1 1
ttgA 0 1 1 1 1 0 1 1
betI 0 1 0 0 1 0 1 0
flbT_2 0 1 1 1 1 1 1 1
gmd 0 1 1 0 1 1 0 1
rmd 0 1 1 1 1 1 0 1
clcA 0 1 0 1 1 1 1 0
amiC_6 0 1 1 1 0 1 1 1
COQ5_4 0 1 1 1 1 1 1 1
nicB 0 1 1 1 1 1 1 1
galE1_2 0 1 1 1 0 0 1 1
crp_2 0 1 0 0 0 0 1 0
mftC 0 1 1 0 1 0 1 1
acrC 0 1 1 0 1 1 1 1
rpsU_1 0 1 1 0 0 1 1 1
yheS_3 0 1 1 0 0 0 0 1
metE_3 0 1 0 1 0 0 0 0
purU 0 1 1 1 1 1 1 1
wbpI 0 1 0 0 0 0 1 0
capD 0 1 0 0 0 0 1 0
COQ3 0 1 0 0 0 0 1 0
tagG 0 1 0 0 0 0 1 0
asnB 0 1 0 0 0 1 1 0
algC_2 0 1 0 0 1 1 1 0
carB_3 0 1 1 1 1 1 1 1
gcvA_3 0 1 1 1 1 1 1 1
vapB 0 1 1 0 1 0 0 1
nirK_2 0 1 1 0 1 0 1 1
prs2 0 1 1 1 1 1 1 1
hdfR_6 0 1 1 0 0 0 1 1
ssuC_8 0 1 1 0 1 0 1 1
rpsU_2 0 1 1 0 0 1 1 1
atoC_2 0 1 1 1 1 1 1 1
dhlB_2 0 1 1 1 0 0 1 1
tqsA 0 1 1 1 1 0 1 1
ecfG 0 1 1 1 1 0 1 1
IMPDH 0 1 1 1 1 1 1 1
fixL_2 0 1 0 0 0 0 0 0
fixK 0 1 1 1 1 1 1 1
PGdx 0 1 1 1 1 0 1 1
yhaJ 0 1 1 1 1 1 1 1
yceI 0 1 1 1 1 1 1 1
rutE 0 1 1 1 1 1 0 1
ygiD 0 1 1 1 1 1 1 1
psiE 0 1 1 1 1 1 1 1
pucAB 0 1 1 1 1 1 1 1
phnO 0 1 1 0 1 1 1 1
ligF 0 1 1 1 1 1 1 1
dauA 0 1 1 1 1 1 1 1
iolS_2 0 1 0 1 1 0 0 0
crt_5 0 1 1 1 1 1 1 1
higB-1_2 0 1 0 1 0 0 0 0
livH_19 0 1 0 0 1 0 1 0
ugpC_4 0 1 1 1 1 1 1 1
glpR_2 0 1 0 0 0 1 0 0
ttgB_2 0 1 1 0 0 1 1 1
ywrD_2 0 1 1 1 1 1 1 1
hisC 0 1 1 1 1 1 1 1
sigW 0 1 1 1 1 1 1 1
ymdB 0 1 1 0 0 1 1 1
fccB_3 0 1 0 0 0 0 1 0
soxA 0 1 1 1 1 1 1 1
czcA_4 0 1 0 1 1 1 1 0
ompW 0 1 1 1 0 1 1 1
acs 0 1 1 1 1 1 1 1
ntrC_3 0 1 1 1 1 0 1 1
dctM_4 0 1 1 1 1 1 1 1
frc_4 0 1 1 1 1 0 1 1
mch 0 1 1 1 1 0 1 1
citE 0 1 1 0 0 0 1 1
iclR 0 1 1 1 1 0 1 1
lsrA 0 1 1 1 1 1 1 1
cel-3 0 1 1 1 1 0 1 1
mshA_7 0 1 0 0 0 1 1 0
nifS_2 0 1 1 1 0 1 1 1
nifK_3 0 1 1 1 1 0 1 1
nifK_4 0 1 1 1 1 0 1 1
nifB_4 0 1 1 1 1 0 1 1
fabG_14 0 1 1 1 0 0 0 1
kdgR 0 1 1 1 1 0 1 1
potA_3 0 1 1 1 1 0 1 1
catI_2 0 1 1 1 1 0 1 1
dmsA 0 1 1 1 1 1 1 1
fabG_15 0 1 0 1 0 0 0 0
acuI_2 0 1 1 1 1 0 1 1
nanT_2 0 1 1 1 1 1 1 1
nimR_4 0 1 1 1 0 0 0 1
leuA_2 0 1 1 1 1 0 1 1
cutS 0 1 1 1 1 0 1 1
cutM 0 1 1 1 1 1 1 1
yfdE 0 1 1 0 0 1 1 1
tsdB 0 1 1 0 0 0 0 1
ompA_3 0 1 0 0 0 0 1 0
namA_2 0 1 1 1 1 0 0 1
hdfR_7 0 1 1 0 0 0 1 1
ligU 0 1 0 1 1 1 1 0
ligA_3 0 1 1 1 1 1 1 1
modB_2 0 1 0 1 1 1 1 0
pyrK_2 0 1 1 1 1 1 1 1
polA 0 1 1 1 1 1 0 1
yheS_4 0 1 0 0 0 0 0 0
plsC 0 1 1 1 1 0 1 1
alkA 0 1 0 0 0 0 0 0
pstS_2 0 1 1 1 1 0 1 1
sasA_17 0 1 0 0 1 0 0 0
cydA 0 1 1 1 1 0 1 1
yhdW_3 0 1 1 0 1 0 1 1
acdA_5 0 1 0 0 1 1 0 0
btuB_5 0 1 1 1 0 1 1 1
tfdF 0 1 1 1 1 1 1 1
merR1 0 1 1 1 0 0 1 1
caiC_3 0 1 0 0 0 0 0 0
ggt_1 0 0 1 0 1 0 0 1
bepG_1 0 0 1 0 0 0 0 1
mopA_1 0 0 1 1 1 0 1 1
rpaR 0 0 1 1 1 1 1 1
baeR_1 0 0 1 0 0 0 0 1
rpoH 0 0 1 0 0 1 1 1
htpG_1 0 0 1 0 0 0 0 1
ydeP 0 0 1 0 0 1 1 1
davD_1 0 0 1 1 1 0 1 1
menB_1 0 0 1 1 1 0 0 1
aroB_1 0 0 1 0 0 1 0 1
menB_2 0 0 1 1 1 0 0 1
yhhJ_1 0 0 1 0 0 0 0 1
ggt_2 0 0 1 0 1 0 0 1
ohrB_1 0 0 1 0 0 0 0 1
cobC_1 0 0 1 1 1 0 0 1
fyuA 0 0 1 0 0 0 1 1
ndx1 0 0 1 0 0 0 1 1
ftsH_1 0 0 1 1 1 0 1 1
cobC_2 0 0 1 1 1 0 0 1
dps 0 0 1 1 1 0 1 1
emtA 0 0 1 0 0 0 0 1
vnfA_1 0 0 1 0 0 0 0 1
nifH_1 0 0 1 0 0 0 0 1
vnfD 0 0 1 0 0 0 0 1
vnfG 0 0 1 0 0 0 0 1
vnfK_1 0 0 1 0 0 0 0 1
ureG_1 0 0 1 0 0 0 0 1
ydjA_1 0 0 1 0 0 0 0 1
gabR_1 0 0 1 1 0 0 0 1
sugA 0 0 1 1 0 0 0 1
dasC_1 0 0 1 0 0 0 0 1
msiK 0 0 1 1 0 0 0 1
glnA_1 0 0 1 1 0 0 0 1
ipuF 0 0 1 1 0 0 0 1
vnfA_2 0 0 1 0 0 0 0 1
glaR_1 0 0 1 0 0 0 1 1
bphP 0 0 1 0 0 0 0 0
cheR2 0 0 1 0 0 0 0 1
menH_4 0 0 1 0 0 1 1 1
yajO_1 0 0 1 0 0 0 1 1
cheR1 0 0 1 0 0 0 0 1
crcB 0 0 1 0 0 0 1 1
czcB_1 0 0 1 1 1 0 1 1
sigE_1 0 0 1 0 0 0 0 1
fcuA 0 0 1 0 0 0 0 1
glxR_1 0 0 1 0 1 0 0 1
ilvI 0 0 1 0 0 0 0 1
opuCA 0 0 1 0 0 0 0 0
czcC 0 0 1 1 1 1 1 1
ydaD_1 0 0 1 0 0 0 0 1
ydaD_2 0 0 1 0 0 0 0 1
yfcG 0 0 1 0 0 1 1 1
intA 0 0 1 0 0 0 0 1
noc_1 0 0 1 0 0 0 0 1
recB 0 0 1 0 0 0 0 1
gltC 0 0 1 0 1 0 1 1
virB4_1 0 0 1 0 0 0 0 1
traG_1 0 0 1 0 0 0 0 1
mltC 0 0 1 0 0 0 0 1
soj 0 0 1 0 0 0 0 1
noc_2 0 0 1 0 0 0 0 1
traC 0 0 1 0 0 0 0 1
arsB_1 0 0 1 0 0 0 0 1
arsH 0 0 1 0 0 0 0 1
fitB 0 0 1 0 1 1 1 1
davD_2 0 0 1 1 1 0 1 1
vnfK_2 0 0 1 0 0 0 0 1
baeR_2 0 0 1 0 0 0 0 1
phoP_3 0 0 1 0 0 0 0 1
tetR 0 0 1 0 0 0 0 1
aqpZ2 0 0 1 0 1 0 0 1
bmrU 0 0 1 0 0 1 1 1
mtgA_4 0 0 1 1 1 1 1 1
pnbA_1 0 0 1 0 0 0 0 1
mexA_3 0 0 1 0 0 0 0 1
gabR_2 0 0 1 1 0 0 0 1
lon 0 0 1 1 1 1 1 1
glnA_2 0 0 1 1 0 0 0 1
iolS 0 0 1 0 0 1 1 1
pknD_3 0 0 1 0 0 0 0 1
cmoA 0 0 1 0 0 0 0 1
sigE_2 0 0 1 0 0 0 0 1
gpmA 0 0 1 1 1 0 0 1
fadD3_4 0 0 1 0 1 0 0 1
arsB_2 0 0 1 0 0 0 0 1
ydjA_2 0 0 1 0 0 0 0 1
glaR_2 0 0 1 0 0 0 1 1
exbD_6 0 0 1 0 0 0 0 1
tolQ_5 0 0 1 0 0 0 0 1
fadD3_5 0 0 1 0 0 0 0 1
aruI 0 0 1 0 0 0 0 1
kstR2 0 0 1 1 1 1 1 1
bepE_4 0 0 1 0 0 0 0 0
prpB 0 0 1 0 0 0 0 1
glxR_2 0 0 1 0 1 0 0 1
pnbA_2 0 0 1 0 0 0 0 1
ilvG_1 0 0 1 0 0 0 0 1
rffG_3 0 0 1 0 0 0 0 1
cckA_4 0 0 1 0 0 0 1 1
rfbF 0 0 1 1 0 1 0 1
rfbG 0 0 1 1 0 1 0 1
aroB_2 0 0 1 0 0 1 0 1
rfbB 0 0 1 0 0 0 0 1
ilvG_2 0 0 1 0 0 0 0 1
ftsH_2 0 0 1 1 1 0 1 1
yhhJ_2 0 0 1 0 0 0 0 1
rbbA_3 0 0 1 0 0 0 0 1
bepG_2 0 0 1 0 0 0 0 1
bepF_4 0 0 1 0 0 0 0 1
bepR 0 0 1 0 0 0 0 1
sigE_3 0 0 1 0 0 0 0 1
ohrB_2 0 0 1 0 0 0 0 1
emrA_3 0 0 1 0 0 0 0 1
emrB_4 0 0 1 0 0 0 0 1
oprM 0 0 1 1 1 0 1 1
virB4_2 0 0 1 0 0 0 0 1
xre 0 0 1 0 0 0 0 1
traG_2 0 0 1 0 0 0 0 1
topB 0 0 1 0 0 0 0 1
glaR_3 0 0 1 0 0 0 0 1
ureG_2 0 0 1 0 0 0 0 1
yajO_2 0 0 1 0 0 0 1 1
gph_3 0 0 1 0 0 1 0 1
crt_6 0 0 1 0 0 0 1 1
dasC_2 0 0 1 0 0 0 0 1
ugpC_5 0 0 1 1 0 0 0 1
glpR 0 0 1 1 1 0 1 1
ttgB_3 0 0 1 0 0 0 0 1
mdtE_3 0 0 1 1 1 1 0 1
czcB_2 0 0 1 1 1 0 1 1
arsC_4 0 0 1 0 0 0 0 1
hin_1 0 0 1 0 0 0 0 1
mmgC_8 0 0 1 1 0 0 1 1
nifK_5 0 0 1 1 1 0 0 1
nifD_3 0 0 1 0 0 0 0 1
nifH_2 0 0 1 0 0 0 0 1
cysA_6 0 0 1 0 0 0 1 1
mopA_2 0 0 1 1 1 0 1 1
kefF 0 0 1 0 1 0 0 1
btuB_6 0 0 1 1 0 1 1 1
htpG_2 0 0 1 0 0 0 0 1
hin_2 0 0 1 0 0 0 0 1
gyrB_1 0 0 0 1 1 0 0 0
ligC_1 0 0 0 1 1 0 0 0
parD1 0 0 0 1 0 0 0 0
xerC 0 0 0 1 1 0 0 0
erfK_1 0 0 0 1 0 0 0 0
mcl2_1 0 0 0 1 1 1 0 0
yfiC_1 0 0 0 1 1 0 0 0
mepA_1 0 0 0 1 0 1 1 0
fur 0 0 0 1 1 0 0 0
hcaR_1 0 0 0 1 0 0 0 0
yagA_1 0 0 0 1 0 0 0 0
adhD 0 0 0 1 1 0 0 0
fadJ_1 0 0 0 1 0 0 0 0
yagA_2 0 0 0 1 0 0 0 0
scaC 0 0 0 1 1 0 0 0
mntB 0 0 0 1 1 0 0 0
mazF_1 0 0 0 1 0 0 0 0
gap 0 0 0 1 1 0 0 0
sqr 0 0 0 1 1 1 0 0
yfiC_2 0 0 0 1 1 0 0 0
tadA 0 0 0 1 0 1 0 0
clcD_1 0 0 0 1 1 0 1 0
dps1 0 0 0 1 1 1 0 0
farB 0 0 0 1 0 0 0 0
tmoS 0 0 0 1 0 0 0 1
yagA_3 0 0 0 1 0 0 0 0
cusB_1 0 0 0 1 0 0 1 0
nirQ_1 0 0 0 1 0 0 0 0
ddpA 0 0 0 1 1 1 0 0
yfdE_1 0 0 0 1 1 0 0 0
mexA 0 0 0 1 1 0 1 0
ybiS_1 0 0 0 1 1 0 0 0
xfp 0 0 0 1 1 0 1 0
mepA_2 0 0 0 1 0 1 1 0
paaK_3 0 0 0 1 1 1 1 0
chuR 0 0 0 1 1 1 0 0
mupP 0 0 0 1 1 0 0 0
nadE_1 0 0 0 1 0 0 1 0
mazF_2 0 0 0 1 0 0 0 0
qseB_1 0 0 0 1 1 1 1 0
cusB_2 0 0 0 1 0 0 1 0
ydbD 0 0 0 1 1 1 0 0
yciE 0 0 0 1 1 1 0 0
ifcA 0 0 0 1 1 0 0 0
cpo 0 0 0 1 0 1 1 0
yohF 0 0 0 1 0 0 1 0
cas2 0 0 0 1 0 1 0 0
cas1 0 0 0 1 0 1 0 0
cas5d 0 0 0 1 0 1 0 0
metI_3 0 0 0 1 1 0 0 0
paaK_4 0 0 0 1 0 0 0 0
auaH 0 0 0 1 1 0 0 0
gyrB_2 0 0 0 1 1 0 0 0
putP 0 0 0 1 0 0 0 0
cinA_4 0 0 0 1 1 0 0 0
araH 0 0 0 1 0 0 1 0
mglA 0 0 0 1 0 0 1 0
bbsG 0 0 0 1 0 0 1 0
amiD_1 0 0 0 1 0 0 0 0
garD 0 0 0 1 0 0 0 0
nhhA 0 0 0 1 1 1 1 0
pdxK 0 0 0 1 1 1 0 0
mrpG 0 0 0 1 1 0 0 0
ycfH 0 0 0 1 1 0 1 0
ydjJ 0 0 0 1 1 1 0 0
bznB 0 0 0 1 1 1 0 0
torC 0 0 0 1 1 1 0 0
ephA_3 0 0 0 1 0 0 0 0
relE1 0 0 0 1 1 0 0 0
mhpC_1 0 0 0 1 0 0 0 0
nadE_2 0 0 0 1 0 0 1 0
